RAM 5617/15825MB (lfb 247x4MB) SWAP 6/7912MB (cached 0MB) CPU [79%@2265,78%@2265,78%@2265,92%@2265,75%@2265,78%@2265,78%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 2% AO@44.5C GPU@52C Tdiode@47C PMIC@50C AUX@46C CPU@52C thermal@48.8C Tboard@43C GPU 0/0 CPU 11175/11175 SOC 3367/3367 CV 0/0 VDDRQ 1071/1071 SYS5V 3104/3104
RAM 5788/15825MB (lfb 205x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,99%@2265,84%@2265,84%@2265,84%@2265,85%@2265,84%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@47C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@44C GPU 0/0 CPU 11787/12094 SOC 3061/3156 CV 0/0 VDDRQ 612/699 SYS5V 2903/2960
RAM 5761/15825MB (lfb 212x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,99%@2265,85%@2265,85%@2265,84%@2265,85%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@44C GPU 0/0 CPU 11787/12088 SOC 3061/3155 CV 0/0 VDDRQ 612/698 SYS5V 2903/2959
RAM 5700/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [91%@2265,83%@2265,91%@2265,83%@2265,84%@2265,82%@2265,84%@2265,84%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@56C Tdiode@49C PMIC@50C AUX@48.5C CPU@55.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 13460/12112 SOC 3518/3161 CV 0/0 VDDRQ 917/701 SYS5V 3104/2961
RAM 5757/15825MB (lfb 213x4MB) SWAP 6/7912MB (cached 0MB) CPU [90%@2265,95%@2265,84%@2265,86%@2265,85%@2265,85%@2265,85%@2265,86%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.85C Tboard@44C GPU 0/0 CPU 12854/12125 SOC 3365/3165 CV 0/0 VDDRQ 764/703 SYS5V 3064/2963
RAM 5703/15825MB (lfb 225x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,98%@2265,85%@2265,84%@2265,85%@2265,84%@2265,84%@2265,84%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@55C thermal@52.25C Tboard@44C GPU 0/0 CPU 12247/12128 SOC 3061/3163 CV 0/0 VDDRQ 612/701 SYS5V 2943/2963
RAM 5675/15825MB (lfb 232x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,85%@2265,86%@2265,99%@2265,86%@2265,85%@2265,86%@2265,86%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 12247/12130 SOC 3061/3161 CV 0/0 VDDRQ 612/699 SYS5V 2903/2962
RAM 5685/15825MB (lfb 229x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,84%@2265,85%@2265,99%@2265,85%@2265,85%@2265,85%@2265,85%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.55C Tboard@44C GPU 0/0 CPU 12247/12131 SOC 3061/3159 CV 0/0 VDDRQ 612/698 SYS5V 2903/2961
RAM 5678/15825MB (lfb 232x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,86%@2265,85%@2265,99%@2265,85%@2265,86%@2265,85%@2265,85%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 12247/12133 SOC 3061/3158 CV 0/0 VDDRQ 612/697 SYS5V 2903/2960
RAM 5702/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,86%@2265,85%@2265,99%@2265,86%@2265,85%@2265,85%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 14225/12167 SOC 3212/3159 CV 0/0 VDDRQ 764/698 SYS5V 2983/2960
RAM 5703/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,82%@2265,82%@2265,100%@2265,82%@2265,82%@2265,82%@2265,83%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@55C thermal@52.85C Tboard@44C GPU 0/0 CPU 12394/12171 SOC 3671/3167 CV 0/0 VDDRQ 1070/704 SYS5V 3144/2963
RAM 5703/15825MB (lfb 225x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,85%@2265,99%@2265,85%@2265,86%@2265,85%@2265,85%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.25C Tboard@44C GPU 0/0 CPU 12247/12172 SOC 3213/3167 CV 0/0 VDDRQ 765/704 SYS5V 2983/2963
RAM 5667/15825MB (lfb 233x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,88%@2265,99%@2265,87%@2265,87%@2265,88%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@47C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11634/12164 SOC 3061/3166 CV 0/0 VDDRQ 612/703 SYS5V 2943/2963
RAM 5773/15825MB (lfb 209x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,87%@2265,99%@2265,88%@2265,87%@2265,87%@2265,88%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@44C GPU 0/0 CPU 11481/12153 SOC 3061/3164 CV 0/0 VDDRQ 612/702 SYS5V 2943/2963
RAM 5666/15825MB (lfb 233x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,85%@2265,99%@2265,85%@2265,85%@2265,85%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@47C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@51.95C Tboard@44C GPU 0/0 CPU 12093/12152 SOC 3061/3163 CV 0/0 VDDRQ 612/700 SYS5V 2943/2962
RAM 5722/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,88%@2265,98%@2265,87%@2265,87%@2265,87%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@55.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 13919/12178 SOC 3518/3168 CV 0/0 VDDRQ 917/703 SYS5V 3104/2965
RAM 5724/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,83%@2265,84%@2265,99%@2265,83%@2265,84%@2265,83%@2265,84%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 1% bg 2% AO@46.5C GPU@56C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@55.5C thermal@52.85C Tboard@44C GPU 0/0 CPU 12700/12186 SOC 3518/3173 CV 0/0 VDDRQ 1070/709 SYS5V 3144/2967
RAM 5724/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [82%@2265,100%@2265,81%@2265,82%@2265,81%@2265,82%@2265,82%@2265,81%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@55.5C thermal@52.85C Tboard@44C GPU 0/0 CPU 12389/12189 SOC 3671/3180 CV 0/0 VDDRQ 1223/716 SYS5V 3225/2971
RAM 5927/15825MB (lfb 183x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,100%@2265,86%@2265,85%@2265,85%@2265,85%@2265,85%@2265,86%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54C thermal@52.85C Tboard@44C GPU 0/0 CPU 11328/12177 SOC 3214/3181 CV 0/0 VDDRQ 765/717 SYS5V 2983/2971
RAM 5914/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,98%@2265,87%@2265,87%@2265,86%@2265,87%@2265,87%@2265,87%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.55C Tboard@44C GPU 0/0 CPU 11175/12163 SOC 3214/3181 CV 0/0 VDDRQ 765/717 SYS5V 2943/2971
RAM 5897/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,99%@2265,87%@2265,87%@2265,87%@2265,87%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@56C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@55C thermal@52.55C Tboard@44C GPU 0/0 CPU 11481/12153 SOC 3214/3181 CV 0/0 VDDRQ 765/718 SYS5V 2983/2971
RAM 5747/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,98%@2265,88%@2265,87%@2265,87%@2265,87%@2265,87%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@47C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11328/12142 SOC 3061/3180 CV 0/0 VDDRQ 612/717 SYS5V 2943/2970
RAM 5747/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [90%@2265,98%@2265,89%@2265,89%@2265,89%@2265,90%@2265,89%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11328/12131 SOC 3061/3178 CV 0/0 VDDRQ 612/715 SYS5V 2943/2970
RAM 5747/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,99%@2265,88%@2265,88%@2265,88%@2265,88%@2265,88%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11022/12117 SOC 3061/3177 CV 0/0 VDDRQ 612/714 SYS5V 2943/2970
RAM 5845/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,98%@2265,88%@2265,88%@2265,89%@2265,88%@2265,87%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@47C GPU@54C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@53.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 10720/12099 SOC 3061/3175 CV 0/0 VDDRQ 612/713 SYS5V 2943/2969
RAM 5897/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,99%@2265,88%@2265,88%@2265,87%@2265,87%@2265,87%@2265,87%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11022/12085 SOC 3214/3176 CV 0/0 VDDRQ 612/711 SYS5V 2943/2969
RAM 5865/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,98%@2265,87%@2265,87%@2265,88%@2265,87%@2265,87%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.25C Tboard@44C GPU 0/0 CPU 11481/12077 SOC 3214/3176 CV 0/0 VDDRQ 765/712 SYS5V 2983/2969
RAM 5715/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,97%@2265,87%@2265,87%@2265,87%@2265,87%@2265,86%@2265,86%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11328/12068 SOC 3061/3175 CV 0/0 VDDRQ 612/711 SYS5V 2943/2969
RAM 5715/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,98%@2265,89%@2265,88%@2265,89%@2265,89%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.05C Tboard@44C GPU 0/0 CPU 11328/12059 SOC 3061/3173 CV 0/0 VDDRQ 612/709 SYS5V 2943/2968
RAM 5715/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,99%@2265,88%@2265,88%@2265,87%@2265,87%@2265,87%@2265,86%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.05C Tboard@44C GPU 0/0 CPU 10869/12044 SOC 3061/3172 CV 0/0 VDDRQ 612/708 SYS5V 2943/2968
RAM 5715/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,98%@2265,88%@2265,88%@2265,89%@2265,89%@2265,88%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.35C Tboard@44C GPU 0/0 CPU 10567/12026 SOC 3061/3171 CV 0/0 VDDRQ 612/707 SYS5V 2943/2968
RAM 5909/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,99%@2265,89%@2265,89%@2265,89%@2265,89%@2265,88%@2265,90%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@51.75C Tboard@44C GPU 0/0 CPU 10869/12013 SOC 3061/3169 CV 0/0 VDDRQ 612/706 SYS5V 2943/2968
RAM 5881/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,98%@2265,86%@2265,87%@2265,87%@2265,87%@2265,86%@2265,87%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@51.45C Tboard@44C GPU 0/0 CPU 11175/12003 SOC 3214/3170 CV 0/0 VDDRQ 765/707 SYS5V 2943/2967
RAM 5757/15825MB (lfb 204x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,98%@2265,87%@2265,87%@2265,87%@2265,87%@2265,86%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11481/11997 SOC 3061/3169 CV 0/0 VDDRQ 612/706 SYS5V 2943/2967
RAM 5715/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,98%@2265,88%@2265,88%@2265,88%@2265,88%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.75C Tboard@44C GPU 0/0 CPU 11634/11992 SOC 3061/3167 CV 0/0 VDDRQ 612/704 SYS5V 2943/2967
RAM 5715/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,98%@2265,87%@2265,87%@2265,87%@2265,87%@2265,87%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.75C Tboard@44C GPU 0/0 CPU 10869/11980 SOC 3061/3166 CV 0/0 VDDRQ 612/703 SYS5V 2943/2966
RAM 5715/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [98%@2265,89%@2265,88%@2265,89%@2265,88%@2265,88%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48C CPU@53.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 10567/11964 SOC 3063/3165 CV 0/0 VDDRQ 612/702 SYS5V 2943/2966
RAM 5909/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [99%@2265,89%@2265,89%@2265,89%@2265,89%@2265,89%@2265,88%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@53.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@53C thermal@52.05C Tboard@44C GPU 0/0 CPU 10869/11952 SOC 3061/3164 CV 0/0 VDDRQ 612/701 SYS5V 2943/2966
RAM 5701/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [92%@2265,90%@2265,89%@2265,96%@2265,89%@2265,91%@2265,90%@2265,90%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 1% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.75C Tboard@44C GPU 0/0 CPU 10873/11940 SOC 3061/3163 CV 0/0 VDDRQ 612/700 SYS5V 2903/2965
RAM 5700/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [91%@2265,91%@2265,90%@2265,91%@2265,91%@2265,88%@2265,91%@2265,96%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.55C Tboard@44C GPU 0/0 CPU 11634/11936 SOC 3061/3161 CV 0/0 VDDRQ 612/699 SYS5V 2903/2964
RAM 5700/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,87%@2265,87%@2265,88%@2265,87%@2265,87%@2265,88%@2265,98%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.75C Tboard@44C GPU 0/0 CPU 11022/11927 SOC 3061/3160 CV 0/0 VDDRQ 612/698 SYS5V 2943/2964
RAM 5699/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [95%@2265,93%@2265,88%@2265,89%@2265,89%@2265,88%@2265,89%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@52.05C Tboard@44C GPU 0/0 CPU 10567/11912 SOC 3063/3159 CV 0/0 VDDRQ 612/698 SYS5V 2943/2964
RAM 5881/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,99%@2265,88%@2265,88%@2265,88%@2265,87%@2265,89%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@54C Tdiode@49C PMIC@50C AUX@48C CPU@53.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11022/11903 SOC 3061/3158 CV 0/0 VDDRQ 612/697 SYS5V 2943/2964
RAM 5856/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,98%@2265,88%@2265,88%@2265,86%@2265,87%@2265,87%@2265,87%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.65C Tboard@44C GPU 0/0 CPU 11328/11897 SOC 3214/3159 CV 0/0 VDDRQ 765/697 SYS5V 2983/2964
RAM 5765/15825MB (lfb 198x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,99%@2265,89%@2265,87%@2265,87%@2265,87%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@51.15C Tboard@44C GPU 0/0 CPU 11481/11892 SOC 3061/3158 CV 0/0 VDDRQ 612/696 SYS5V 2943/2964
RAM 5707/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [90%@2265,98%@2265,89%@2265,89%@2265,88%@2265,88%@2265,88%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@56C Tdiode@48.75C PMIC@50C AUX@48C CPU@55.5C thermal@52.35C Tboard@44C GPU 0/0 CPU 14531/11919 SOC 3212/3158 CV 0/0 VDDRQ 764/697 SYS5V 3024/2964
RAM 5707/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,90%@2265,83%@2265,83%@2265,82%@2265,83%@2265,82%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@55.5C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@55C thermal@52.85C Tboard@44C GPU 0/0 CPU 12848/11929 SOC 3671/3164 CV 0/0 VDDRQ 1070/701 SYS5V 3185/2967
RAM 5720/15825MB (lfb 213x4MB) SWAP 6/7912MB (cached 0MB) CPU [83%@2265,82%@2265,82%@2265,81%@2265,81%@2265,81%@2265,81%@2265,98%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56C Tdiode@49C PMIC@50C AUX@48.5C CPU@55.5C thermal@52.85C Tboard@44C GPU 0/0 CPU 13613/11946 SOC 3518/3167 CV 0/0 VDDRQ 1070/705 SYS5V 3144/2968
RAM 5834/15825MB (lfb 196x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,88%@2265,88%@2265,87%@2265,87%@2265,88%@2265,99%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.95C Tboard@44C GPU 0/0 CPU 11481/11941 SOC 3214/3168 CV 0/0 VDDRQ 765/705 SYS5V 2983/2968
RAM 5692/15825MB (lfb 220x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,87%@2265,87%@2265,87%@2265,87%@2265,86%@2265,99%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.25C Tboard@44C GPU 0/0 CPU 11022/11932 SOC 3061/3167 CV 0/0 VDDRQ 612/704 SYS5V 2943/2968
RAM 5692/15825MB (lfb 220x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,88%@2265,87%@2265,87%@2265,87%@2265,88%@2265,100%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11481/11928 SOC 3061/3166 CV 0/0 VDDRQ 612/703 SYS5V 2903/2968
RAM 5691/15825MB (lfb 220x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,86%@2265,86%@2265,97%@2265,86%@2265,86%@2265,88%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11634/11925 SOC 3061/3165 CV 0/0 VDDRQ 612/702 SYS5V 2943/2967
RAM 5814/15825MB (lfb 201x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,99%@2265,88%@2265,87%@2265,86%@2265,86%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.45C Tboard@44C GPU 0/0 CPU 11634/11922 SOC 3214/3165 CV 0/0 VDDRQ 765/703 SYS5V 2943/2967
RAM 5839/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,88%@2265,99%@2265,88%@2265,88%@2265,88%@2265,88%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11175/11915 SOC 3061/3164 CV 0/0 VDDRQ 612/702 SYS5V 2943/2967
